family,relation,target,sense
mingle,synonym,unify,1
miniature,similar,little,1
miniature,similar,small,1
miniature,synonym,toy,3
minimal,similar,nominal,1
minimal,similar,token,1
minimal,synonym,minimum,1
minimise,antonym,maximise,2
minimise,synonym,understate,1
minimum,antonym,maximum,1
minimum,similar,nominal,1
minimum,similar,token,1
minimum,synonym,minimal,1
minister,synonym,pastor,1
minor,antonym,major,1
minor,similar,peanut,1
minor,similar,significant,1
minor,synonym,child,
minor,synonym,kid,
minor,synonym,kidding,
minor,synonym,small,
mint,synonym,batch,1
mint,synonym,coin,
mint,synonym,deal,1
mint,synonym,flock,1
mint,synonym,hat,1
mint,synonym,heap,1
mint,synonym,lot,1
mint,synonym,mass,1
mint,synonym,mess,1
mint,synonym,mountain,1
mint,synonym,pile,1
mint,synonym,plenty,1
mint,synonym,pot,1
mint,synonym,raft,1
mint,synonym,sight,1
mint,synonym,stack,1
minus,antonym,plus,2
minus,similar,negative,2
minus,synonym,negative,3
minute,synonym,bit,2
minute,synonym,instant,3
minute,synonym,moment,2
minute,synonym,second,2
minute,synonym,seconds,2
miraculous,similar,fortunate,2
mischief,synonym,devil,1
miserable,similar,fortunate,2
miserable,similar,happy,1
miserable,synonym,low,3
miserable,synonym,pathetic,2
miserable,synonym,poor,2
misery,synonym,wretch,1
miss,antonym,attend,3
miss,antonym,have,
miss,antonym,hit,
miss,synonym,escape,
miss,synonym,girl,
miss,synonym,lack,
miss,synonym,lose,1
miss,synonym,neglect,
miss,synonym,omit,
miss,synonym,overlook,
missed,similar,incomprehensible,1
missed,synonym,absent,
mission,synonym,charge,3
mission,synonym,commission,3
mist,synonym,cloud,3
mist,synonym,fog,3
mist,synonym,obscure,3
mistake,synonym,err,
mistake,synonym,error,1
mistake,synonym,fault,1
mix,synonym,blend,1
mix,synonym,combine,1
mix,synonym,flux,1
mix,synonym,fuse,1
mix,synonym,integrate,2
mix,synonym,merge,1
mix,synonym,mingle,
mix,synonym,shuffle,
mix,synonym,unify,
mixture,synonym,variety,3
moan,synonym,groan,1
mob,synonym,family,2
mob,synonym,gang,3
mob,synonym,pack,3
mob,synonym,ring,3
mob,synonym,syndicate,2
mobile,similar,versatile,2
mobilise,synonym,marshal,3
mobilise,synonym,rally,1
mobilise,synonym,summon,3
mode,synonym,fashion,1
mode,synonym,manner,1
mode,synonym,mood,
mode,synonym,style,1
mode,synonym,way,1
model,synonym,example,
model,synonym,exemplar,
model,synonym,framework,1
model,synonym,moulding,
model,synonym,pose,
model,synonym,simulate,
moderate,similar,average,1
moderate,similar,cautious,1
moderate,similar,conservative,1
moderate,similar,fair,1
moderate,similar,indifferent,1
moderate,similar,intermediate,1
moderate,similar,medium,1
moderate,similar,mild,2
moderate,similar,minimal,1
moderate,similar,modest,1
moderate,similar,small,1
moderate,synonym,chaired,
moderate,synonym,contain,
moderate,synonym,mince,
moderate,synonym,tame,
modern,similar,contemporary,1
modern,synonym,innovative,
modest,similar,moderate,2
modest,synonym,humble,
modest,synonym,mild,
modest,synonym,small,2
modify,synonym,alter,3
modify,synonym,change,3
modify,synonym,qualify,2
module,synonym,faculty,1
moist,similar,wet,1
moist,synonym,damp,1
moisture,synonym,wet,1
mole,synonym,spy,3
molecule,synonym,atom,2
molecule,synonym,particle,2
moment,synonym,bit,2
moment,synonym,consequence,
moment,synonym,instant,1
moment,synonym,minute,1
moment,synonym,second,1
moment,synonym,seconds,2
momentum,synonym,impulse,1
monarch,synonym,sovereign,1
monitor,synonym,supervise,
monkey,synonym,fiddle,3
monster,synonym,demon,
monster,synonym,freak,3
monster,synonym,giant,2
monument,synonym,memory,1
mood,synonym,climate,2
mood,synonym,humour,1
mood,synonym,mode,3
mood,synonym,temper,1
mop,synonym,mow,3
moral,antonym,immoral,1
moral,similar,clean,1
moral,similar,mental,2
moral,synonym,lesson,3
more,antonym,few,2
more,antonym,less,1
moreover,synonym,furthermore,1
morning,synonym,dawn,3
morning,synonym,noon,1
mortal,synonym,dead,2
mortal,synonym,individual,
mortal,synonym,person,
mortal,synonym,soul,
most,antonym,few,1
most,antonym,least,2
most,synonym,almost,
most,synonym,very,
mother,antonym,father,1
motif,synonym,motive,1
motif,synonym,theme,3
motion,synonym,gesture,1
motion,synonym,move,3
motive,synonym,incentive,
motive,synonym,motif,2
motive,synonym,need,1
motor,similar,drive,3
motor,similar,take,3
motor,synonym,drive,3
mould,synonym,cast,2
mould,synonym,determine,
mould,synonym,moulding,
mould,synonym,regulate,
mould,synonym,stamp,2
moulding,synonym,border,2
moulding,synonym,model,3
moulding,synonym,mould,3
mound,synonym,heap,3
mound,synonym,hill,1
mound,synonym,pile,3
mount,synonym,climb,2
mount,synonym,mountain,
mount,synonym,rise,2
mount,synonym,wax,2
mountain,synonym,batch,2
mountain,synonym,deal,2
mountain,synonym,flock,2
mountain,synonym,hat,2
mountain,synonym,heap,2
mountain,synonym,lot,2
mountain,synonym,mass,2
mountain,synonym,mess,2
mountain,synonym,mint,2
mountain,synonym,mount,1
mountain,synonym,pile,2
mountain,synonym,plenty,2
mountain,synonym,pot,2
mountain,synonym,raft,2
mountain,synonym,sight,2
mountain,synonym,stack,2
mouse,synonym,creep,
mouse,synonym,sneak,
mouth,synonym,lip,
mouth,synonym,speak,
mouth,synonym,talk,
move,antonym,stay,
move,similar,displace,1
move,similar,go,2
move,similar,travel,2
move,synonym,act,
move,synonym,displace,2
move,synonym,go,1
move,synonym,impress,
move,synonym,motion,
move,synonym,proceed,
move,synonym,prompt,
move,synonym,propel,
move,synonym,strike,
move,synonym,travel,1
movie,synonym,film,1
movie,synonym,flick,1
movie,synonym,picture,1
mow,synonym,mop,2
ms,synonym,manuscript,1
much,antonym,little,2
much,similar,such,2
much,synonym,often,
mud,synonym,clay,1
muffle,synonym,damp,2
muffle,synonym,dull,2
muffle,synonym,mute,2
muffle,synonym,repress,1
muffle,synonym,stifle,1
muffle,synonym,strangle,1
mug,synonym,fool,2
mug,synonym,kiss,3
mug,synonym,mark,2
multinational,similar,international,1
multiple,antonym,single,1
multiple,similar,aggregate,1
multiple,similar,binary,1
multiple,similar,double,1
multiple,similar,dual,1
multiple,similar,triple,1
multiple,similar,twofold,1
multiply,antonym,divide,1
multiply,synonym,reproduce,
multitude,synonym,battalion,1
multitude,synonym,mass,3
multitude,synonym,pack,1
multitude,synonym,people,3
multitude,synonym,plural,1
mum,synonym,mama,2
mum,synonym,silent,
mumble,synonym,gum,2
mumble,synonym,mutter,1
mundane,similar,ordinary,1
mundane,similar,secular,2
mundane,similar,temporal,2
mundane,synonym,every,1
mundane,synonym,routine,1
municipal,similar,domestic,2
murder,synonym,despatch,2
murder,synonym,hit,2
murder,synonym,off,2
murder,synonym,remove,2
murder,synonym,slay,2
murmur,synonym,grumble,
murmur,synonym,mutter,1
muse,synonym,contemplate,2
muse,synonym,meditate,2
muse,synonym,ponder,2
muse,synonym,reflect,2
muse,synonym,speculate,2
muster,synonym,rally,1
muster,synonym,summon,1
mute,synonym,damp,
mute,synonym,dull,
mute,synonym,dumb,2
mute,synonym,muffle,
mute,synonym,silence,
mute,synonym,silent,1
mutter,synonym,grumble,2
mutter,synonym,mumble,1
mutter,synonym,murmur,2
mutual,similar,bilateral,2
mutual,synonym,common,1
mutual,synonym,reciprocal,2
myriad,synonym,infinite,3
mystery,synonym,secret,1
mystic,synonym,secret,1
nail,synonym,apprehend,
nail,synonym,arrest,
nail,synonym,cop,
nail,synonym,pinpoint,
nail,synonym,smash,
naive,antonym,sophisticated,1
naive,similar,green,1
naive,similar,innocent,1
naive,similar,simple,1
naive,similar,sophisticated,1
naive,synonym,primitive,2
naked,synonym,bare,1
naked,synonym,nude,1
name,synonym,appoint,
name,synonym,call,
name,synonym,cite,
name,synonym,constitute,
name,synonym,diagnose,
name,synonym,identify,
name,synonym,list,
name,synonym,mention,
name,synonym,nominate,
name,synonym,refer,
nanny,synonym,nurse,1
nap,synonym,pile,3
nap,synonym,sleep,1
narrate,synonym,count,2
narrate,synonym,recite,2
narrate,synonym,tell,2
narrow,antonym,wide,1
narrow,similar,liberal,3
narrow,similar,petty,3
narrow,similar,slender,1
narrow,similar,strait,1
narrow,similar,thin,1
narrow,similar,tolerant,3
nasty,antonym,nice,1
nasty,similar,difficult,2
nasty,similar,dirty,1
nasty,similar,hard,2
nasty,similar,mean,1
nasty,synonym,awful,1
nasty,synonym,foul,3
nasty,synonym,tight,2
nation,synonym,commonwealth,1
nation,synonym,country,1
nation,synonym,land,1
nation,synonym,patriot,
nation,synonym,state,1
native,antonym,foreign,1
native,similar,domestic,1
native,similar,indigenous,1
nature,synonym,innocence,
naughty,similar,bad,2
naughty,synonym,blue,1
navigate,synonym,pilot,2
navigate,synonym,sail,1
navigate,synonym,voyage,1
near,antonym,far,2
near,similar,adjacent,2
near,similar,approach,1
near,similar,hot,2
near,similar,left,3
near,similar,warm,2
near,synonym,almost,
near,synonym,approach,1
near,synonym,close,2
near,synonym,dear,
neat,similar,tidy,1
neat,synonym,clean,3
neat,synonym,keen,
neat,synonym,swell,
necessary,similar,essential,1
necessary,similar,incumbent,1
necessary,similar,indispensable,1
necessary,similar,inevitable,2
necessary,similar,requisite,1
necessary,synonym,essential,3
necessary,synonym,necessity,3
necessary,synonym,requisite,3
necessitate,similar,claim,1
necessitate,similar,exact,1
necessitate,similar,take,1
necessitate,synonym,ask,1
necessitate,synonym,demand,1
necessitate,synonym,involve,1
necessitate,synonym,need,1
necessitate,synonym,require,1
necessitate,synonym,take,1
necessity,synonym,essential,2
necessity,synonym,necessary,2
necessity,synonym,requisite,2
need,similar,claim,1
need,similar,exact,1
need,similar,take,1
need,synonym,ask,1
need,synonym,demand,1
need,synonym,involve,1
need,synonym,motive,
need,synonym,necessitate,1
need,synonym,require,1
need,synonym,take,1
need,synonym,want,2
negative,antonym,neutral,1
negative,antonym,positive,1
negative,similar,bad,3
negative,similar,counter,1
negative,similar,dissident,2
negative,similar,perverse,1
negative,synonym,minus,
negative,synonym,veto,
neglect,synonym,disregard,
neglect,synonym,drop,1
neglect,synonym,fail,2
neglect,synonym,miss,1
neglect,synonym,omit,1
neglect,synonym,overlook,1
negligent,antonym,diligent,1
negligent,similar,attentive,1
negligent,similar,delinquent,1
negligent,similar,slack,1
neighbour,synonym,locality,
neighbour,synonym,vicinity,
neither,similar,complete,1
nephew,antonym,niece,1
nerve,synonym,brass,3
nerve,synonym,cheek,3
nerve,synonym,face,3
nerve,synonym,heart,2
nervous,similar,tense,1
nervous,synonym,anxious,2
net,antonym,gross,
net,synonym,final,
net,synonym,internet,1
net,synonym,network,
net,synonym,profit,3
net,synonym,sack,
nets,antonym,gross,
nets,synonym,internet,1
nets,synonym,profit,3
network,synonym,mesh,3
network,synonym,net,3
network,synonym,web,1
neutral,antonym,negative,
neutral,antonym,positive,
neutral,similar,objective,1
neutral,synonym,indifferent,2
never,antonym,ever,1
nevertheless,synonym,however,1
nevertheless,synonym,nonetheless,1
nevertheless,synonym,notwithstanding,1
nevertheless,synonym,still,1
nevertheless,synonym,yet,1
new,antonym,old,1
new,similar,fresh,1
new,similar,hot,1
new,similar,novel,1
new,similar,original,3
new,similar,radical,1
new,similar,recent,1
new,similar,virgin,1
new,similar,young,1
new,synonym,fresh,3
new,synonym,novel,3
new,synonym,young,
news,synonym,intelligence,1
news,synonym,word,1
newspaper,synonym,paper,1
next,similar,close,2
next,synonym,adjacent,2
next,synonym,future,3
nice,antonym,nasty,1
nice,similar,good,1
nice,similar,pleasant,1
nice,similar,precise,3
nice,synonym,decent,2
nice,synonym,gracious,
niche,synonym,corner,2
niche,synonym,recess,2
niche,synonym,recession,2
nickname,synonym,dub,3
niece,antonym,nephew,1
night,antonym,day,1
night,synonym,dark,1
nightclub,synonym,club,1
nine,synonym,club,2
no,antonym,all,2
no,antonym,some,2
no,antonym,yes,1
no,similar,none,2
no,similar,zero,2
no,synonym,jazz,
no,synonym,void,
no,synonym,zero,
no,synonym,zip,
noble,similar,august,2
noble,similar,blue,2
noble,similar,gentle,2
noble,similar,grand,2
noble,similar,imperial,2
noble,similar,purple,2
noble,similar,rare,3
noble,similar,royal,2
noble,synonym,lord,
node,synonym,client,
node,synonym,guest,
node,synonym,knob,2
noise,synonym,racket,2
nominal,antonym,real,
nominal,similar,minimal,2
nominal,similar,minimum,2
nominal,synonym,token,2
nominate,synonym,appoint,
nominate,synonym,constitute,
nominate,synonym,make,3
nominate,synonym,name,3
nominate,synonym,propose,2
nominee,synonym,campaign,1
nominee,synonym,candidate,1
none,similar,no,3
nonetheless,synonym,however,1
nonetheless,synonym,nevertheless,1
nonetheless,synonym,notwithstanding,1
nonetheless,synonym,still,1
nonetheless,synonym,yet,1
nonsense,synonym,absurd,
nonsense,synonym,ridiculous,
noon,synonym,day,1
noon,synonym,morning,
norm,synonym,average,2
normal,antonym,abnormal,1
normal,similar,average,1
normal,similar,mean,1
normal,similar,median,1
normal,similar,regular,1
normal,similar,typical,1
normal,synonym,convention,
normal,synonym,rule,
north,antonym,south,
northern,antonym,southern,1
northern,similar,blue,1
northern,similar,north,2
nose,synonym,intrude,
nose,synonym,poke,
nose,synonym,wind,
notch,synonym,pass,2
note,synonym,bill,
note,synonym,line,2
note,synonym,mention,
note,synonym,notice,
note,synonym,observe,
note,synonym,remark,
note,synonym,tone,3
notice,antonym,ignore,2
notice,similar,discover,1
notice,similar,find,1
notice,synonym,acknowledge,
notice,synonym,comment,3
notice,synonym,detect,1
notice,synonym,discover,1
notice,synonym,find,1
notice,synonym,mark,2
notice,synonym,note,2
notice,synonym,observe,1
notice,synonym,poster,
notice,synonym,remark,3
notify,synonym,advise,1
notion,synonym,belief,1
notion,synonym,impression,1
notion,synonym,opinion,1
notwithstanding,synonym,however,1
notwithstanding,synonym,nevertheless,1
notwithstanding,synonym,nonetheless,1
notwithstanding,synonym,still,1
notwithstanding,synonym,yet,1
nought,synonym,zero,1
nought,synonym,zip,
nourish,synonym,nurture,1
nourish,synonym,sustain,1
novel,similar,original,3
novel,synonym,fresh,3
novel,synonym,new,3
novice,synonym,initiate,2
now,synonym,nowadays,2
now,synonym,today,2
nowadays,synonym,now,1
nowadays,synonym,present,2
nowadays,synonym,today,1
nucleus,synonym,core,3
nude,synonym,bare,1
nude,synonym,naked,1
nudge,synonym,jog,1
nudge,synonym,prod,2
nuisance,synonym,bother,2
nuisance,synonym,pain,2
numb,similar,afraid,3
numb,similar,sensitive,2
numb,synonym,asleep,1
numb,synonym,dead,2
number,synonym,act,3
number,synonym,bit,3
number,synonym,count,
number,synonym,figure,1
number,synonym,issue,
number,synonym,routine,3
number,synonym,turn,3
numeric,antonym,verbal,
numerous,similar,many,1
numerous,synonym,legion,1
nurse,synonym,bear,
nurse,synonym,entertain,
nurse,synonym,harbor,
nurse,synonym,nanny,2
nurture,synonym,foster,1
nurture,synonym,nourish,3
nurture,synonym,parent,2
nurture,synonym,raise,2
nurture,synonym,rear,2
nurture,synonym,sustain,3
nut,synonym,addict,
nut,synonym,egg,
nut,synonym,freak,
nutrient,synonym,food,1
oath,synonym,curse,1
obese,similar,fat,1
object,synonym,aim,2
object,synonym,objective,2
object,synonym,target,2
objected,synonym,dissent,
objected,synonym,dissident,
objected,synonym,protest,
objective,antonym,subjective,3
objective,similar,neutral,3
objective,synonym,aim,1
objective,synonym,object,1
objective,synonym,target,1
oblige,synonym,accommodate,3
oblige,synonym,bind,2
oblige,synonym,compel,1
oblige,synonym,hold,2
obscene,similar,decent,1
obscene,similar,dirty,3
obscure,similar,clear,1
obscure,similar,incomprehensible,2
obscure,synonym,dark,2
obscure,synonym,mist,
obscure,synonym,vague,1
obscure,synonym,veil,
observe,similar,discover,1
observe,similar,find,1
observe,synonym,celebrate,
observe,synonym,detect,1
observe,synonym,discover,1
observe,synonym,find,1
observe,synonym,mention,2
observe,synonym,note,2
observe,synonym,notice,1
observe,synonym,remark,2
observe,synonym,watch,
obsess,synonym,ghost,1
obsess,synonym,haunt,1
obstruct,antonym,free,2
obstruct,similar,bar,3
obstruct,similar,block,3
obstruct,similar,blockade,3
obstruct,similar,stop,3
obstruct,synonym,block,1
obstruct,synonym,blockade,1
obstruct,synonym,embarrass,1
obstruct,synonym,hinder,1
obstruct,synonym,impede,2
obstruct,synonym,jam,2
obtain,similar,acquire,2
obtain,similar,get,2
obtain,synonym,find,2
obtain,synonym,get,2
obtain,synonym,hold,3
obtain,synonym,incur,2
obtain,synonym,prevail,3
obtain,synonym,receive,2
obvious,similar,apparent,1
obvious,similar,evident,1
obvious,similar,manifest,1
obvious,similar,patent,1
obvious,similar,plain,1
obvious,similar,transparent,1
occasion,synonym,affair,2
occasion,synonym,function,2
occasion,synonym,ground,3
occasion,synonym,reason,3
occupation,synonym,business,1
occupation,synonym,job,1
occupation,synonym,line,1
occupy,synonym,busy,1
occupy,synonym,engage,
occupy,synonym,fill,3
occupy,synonym,invade,
occupy,synonym,reside,2
occupy,synonym,take,
occur,synonym,come,2
occur,synonym,happen,1
occur,synonym,pass,1
ocean,synonym,sea,2
odd,antonym,even,1
odd,similar,exact,3
odd,similar,usual,2
odd,synonym,curious,
odd,synonym,left,
odd,synonym,peculiar,
odd,synonym,singular,
odour,synonym,aroma,2
odour,synonym,scent,2
odour,synonym,smell,1
off,antonym,on,
off,synonym,away,1
off,synonym,forth,1
off,synonym,murder,
off,synonym,slay,
offence,antonym,defence,2
offend,synonym,appal,3
offend,synonym,breach,2
offend,synonym,break,2
offend,synonym,bruise,
offend,synonym,injure,
offend,synonym,outrage,3
offend,synonym,shock,3
offend,synonym,spite,
offend,synonym,violate,2
offer,synonym,fling,
offer,synonym,furnish,1
offer,synonym,provide,1
offer,synonym,render,1
offer,synonym,supply,1
offer,synonym,volunteer,3
offer,synonym,whirl,
office,synonym,agency,2
office,synonym,authority,2
office,synonym,bureau,2
office,synonym,function,3
office,synonym,part,3
office,synonym,post,
office,synonym,role,3
official,similar,formal,1
offset,synonym,cancel,2
offset,synonym,first,
offset,synonym,outset,
offspring,synonym,issue,1
offspring,synonym,young,3
often,synonym,much,2
oil,synonym,crude,3
oil,synonym,petroleum,3
oil,synonym,tanker,
ok,similar,satisfactory,1
ok,synonym,cool,1
ok,synonym,fine,1
old,antonym,new,2
old,antonym,young,1
old,similar,ancient,1
old,similar,antique,2
old,similar,dark,1
old,similar,elder,1
old,similar,familiar,3
old,similar,grey,1
old,similar,senior,1
old,similar,yellow,2
old,synonym,elder,
old,synonym,former,
old,synonym,keen,
old,synonym,previous,
